date,item_name,quantity,revenue
2026-05-03,Wings,85,935.00
2026-05-03,Caesar Salad,35,297.50
2026-05-03,Milkshake,68,374.00
2026-05-03,Soda,198,495.00
2026-05-04,Cheeseburger,64,608.00
2026-05-04,Chicken Sandwich,38,380.00
2026-05-04,Veggie Burger,14,126.00
2026-05-04,Fries,92,368.00
2026-05-04,Wings,53,583.00
2026-05-04,Caesar Salad,25,212.50
2026-05-04,Milkshake,31,170.50
2026-05-04,Soda,146,365.00
2026-05-05,Cheeseburger,76,722.00
2026-05-05,Chicken Sandwich,52,520.00
2026-05-05,Veggie Burger,18,162.00
2026-05-05,Fries,137,548.00
2026-05-05,Wings,45,495.00
2026-05-05,Caesar Salad,30,255.00
2026-05-05,Milkshake,29,159.50
2026-05-05,Soda,127,317.50
2026-05-06,Cheeseburger,89,845.50
2026-05-06,Chicken Sandwich,59,590.00
2026-05-06,Veggie Burger,19,171.00
2026-05-06,Fries,132,528.00
2026-05-06,Wings,70,770.00
2026-05-06,Caesar Salad,24,204.00
2026-05-06,Milkshake,38,209.00
2026-05-06,Soda,149,372.50
2026-05-07,Cheeseburger,110,1045.00
2026-05-07,Chicken Sandwich,68,680.00
2026-05-07,Veggie Burger,22,198.00
2026-05-07,Fries,130,520.00
2026-05-07,Wings,84,924.00
2026-05-07,Caesar Salad,35,297.50
2026-05-07,Milkshake,39,214.50
2026-05-07,Soda,212,530.00
2026-05-08,Cheeseburger,123,1168.50
2026-05-08,Chicken Sandwich,88,880.00
2026-05-08,Veggie Burger,26,234.00
2026-05-08,Fries,196,784.00
2026-05-08,Wings,128,1408.00
2026-05-08,Caesar Salad,41,348.50
2026-05-08,Milkshake,78,429.00
2026-05-08,Soda,301,752.50
2026-05-09,Cheeseburger,133,1263.50
2026-05-09,Chicken Sandwich,127,1270.00
2026-05-09,Veggie Burger,27,243.00
2026-05-09,Fries,291,1164.00
2026-05-09,Wings,165,1815.00
2026-05-09,Caesar Salad,57,484.50
2026-05-09,Milkshake,84,462.00
2026-05-09,Soda,235,587.50
2026-05-10,Cheeseburger,126,1197.00
2026-05-10,Chicken Sandwich,80,800.00
2026-05-10,Veggie Burger,17,153.00
2026-05-10,Fries,197,788.00
2026-05-10,Wings,87,957.00
2026-05-10,Caesar Salad,38,323.00
2026-05-10,Milkshake,70,385.00
2026-05-10,Soda,193,482.50
2026-05-11,Cheeseburger,71,674.50
2026-05-11,Chicken Sandwich,47,470.00
2026-05-11,Veggie Burger,15,135.00
2026-05-11,Fries,157,628.00
2026-05-11,Wings,47,517.00
2026-05-11,Caesar Salad,27,229.50
2026-05-11,Milkshake,40,220.00
2026-05-11,Soda,126,315.00
2026-05-12,Cheeseburger,69,655.50
2026-05-12,Chicken Sandwich,43,430.00
2026-05-12,Veggie Burger,19,171.00
2026-05-12,Fries,132,528.00
2026-05-12,Wings,59,649.00
2026-05-12,Caesar Salad,23,195.50
2026-05-12,Milkshake,40,220.00
2026-05-12,Soda,146,365.00
2026-05-13,Cheeseburger,76,722.00
2026-05-13,Chicken Sandwich,46,460.00
2026-05-13,Veggie Burger,18,162.00
2026-05-13,Fries,116,464.00
2026-05-13,Wings,60,660.00
2026-05-13,Caesar Salad,30,255.00
2026-05-13,Milkshake,38,209.00
2026-05-13,Soda,165,412.50
2026-05-14,Cheeseburger,88,836.00
2026-05-14,Chicken Sandwich,65,650.00
2026-05-14,Veggie Burger,21,189.00
2026-05-14,Fries,161,644.00
2026-05-14,Wings,59,649.00
2026-05-14,Caesar Salad,32,272.00
2026-05-14,Milkshake,49,269.50
2026-05-14,Soda,169,422.50
2026-05-15,Cheeseburger,169,1605.50
2026-05-15,Chicken Sandwich,107,1070.00
2026-05-15,Veggie Burger,25,225.00
2026-05-15,Fries,247,988.00
2026-05-15,Wings,117,1287.00
2026-05-15,Caesar Salad,45,382.50
2026-05-15,Milkshake,95,522.50
2026-05-15,Soda,279,697.50
2026-05-16,Cheeseburger,212,2014.00
2026-05-16,Chicken Sandwich,89,890.00
2026-05-16,Veggie Burger,28,252.00
2026-05-16,Fries,240,960.00
2026-05-16,Wings,128,1408.00
2026-05-16,Caesar Salad,47,399.50
2026-05-16,Milkshake,82,451.00
2026-05-16,Soda,310,775.00
2026-05-17,Cheeseburger,136,1292.00
2026-05-17,Chicken Sandwich,84,840.00
2026-05-17,Veggie Burger,19,171.00
2026-05-17,Fries,194,776.00
2026-05-17,Wings,107,1177.00
2026-05-17,Caesar Salad,34,289.00
2026-05-17,Milkshake,64,352.00
2026-05-17,Soda,235,587.50
2026-05-18,Cheeseburger,66,627.00
2026-05-18,Chicken Sandwich,47,470.00
2026-05-18,Veggie Burger,17,153.00
2026-05-18,Fries,123,492.00
2026-05-18,Wings,59,649.00
2026-05-18,Caesar Salad,26,221.00
2026-05-18,Milkshake,30,165.00
2026-05-18,Soda,113,282.50
2026-05-19,Cheeseburger,71,674.50
2026-05-19,Chicken Sandwich,57,570.00
2026-05-19,Veggie Burger,19,171.00
2026-05-19,Fries,96,384.00
2026-05-19,Wings,60,660.00
2026-05-19,Caesar Salad,28,238.00
2026-05-19,Milkshake,33,181.50
2026-05-19,Soda,178,445.00
2026-05-20,Cheeseburger,82,779.00
2026-05-20,Chicken Sandwich,60,600.00
2026-05-20,Veggie Burger,23,207.00
2026-05-20,Fries,121,484.00
2026-05-20,Wings,57,627.00
2026-05-20,Caesar Salad,35,297.50
2026-05-20,Milkshake,34,187.00
2026-05-20,Soda,151,377.50
2026-05-21,Cheeseburger,89,845.50
2026-05-21,Chicken Sandwich,68,680.00
2026-05-21,Veggie Burger,21,189.00
2026-05-21,Fries,128,512.00
2026-05-21,Wings,74,814.00
2026-05-21,Caesar Salad,37,314.50
2026-05-21,Milkshake,39,214.50
2026-05-21,Soda,153,382.50
2026-05-22,Cheeseburger,140,1330.00
2026-05-22,Chicken Sandwich,85,850.00
2026-05-22,Veggie Burger,30,270.00
2026-05-22,Fries,215,860.00
2026-05-22,Wings,117,1287.00
2026-05-22,Caesar Salad,35,297.50
2026-05-22,Milkshake,74,407.00
2026-05-22,Soda,291,727.50
2026-05-23,Cheeseburger,182,1729.00
2026-05-23,Chicken Sandwich,89,890.00
2026-05-23,Veggie Burger,26,234.00
2026-05-23,Fries,268,1072.00
2026-05-23,Wings,127,1397.00
2026-05-23,Caesar Salad,42,357.00
2026-05-23,Milkshake,78,429.00
2026-05-23,Soda,231,577.50
2026-05-24,Cheeseburger,124,1178.00
2026-05-24,Chicken Sandwich,77,770.00
2026-05-24,Veggie Burger,25,225.00
2026-05-24,Fries,181,724.00
2026-05-24,Wings,88,968.00
2026-05-24,Caesar Salad,36,306.00
2026-05-24,Milkshake,74,407.00
2026-05-24,Soda,184,460.00
2026-05-25,Cheeseburger,57,541.50
2026-05-25,Chicken Sandwich,46,460.00
2026-05-25,Veggie Burger,13,117.00
2026-05-25,Fries,138,552.00
2026-05-25,Wings,44,484.00
2026-05-25,Caesar Salad,26,221.00
2026-05-25,Milkshake,42,231.00
2026-05-25,Soda,147,367.50
2026-05-26,Cheeseburger,71,674.50
2026-05-26,Chicken Sandwich,47,470.00
2026-05-26,Veggie Burger,17,153.00
2026-05-26,Fries,119,476.00
2026-05-26,Wings,67,737.00
2026-05-26,Caesar Salad,28,238.00
2026-05-26,Milkshake,32,176.00
2026-05-26,Soda,159,397.50
2026-05-27,Cheeseburger,90,855.00
2026-05-27,Chicken Sandwich,54,540.00
2026-05-27,Veggie Burger,20,180.00
2026-05-27,Fries,131,524.00
2026-05-27,Wings,51,561.00
2026-05-27,Caesar Salad,30,255.00
2026-05-27,Milkshake,35,192.50
2026-05-27,Soda,139,347.50
2026-05-28,Cheeseburger,79,750.50
2026-05-28,Chicken Sandwich,64,640.00
2026-05-28,Veggie Burger,20,180.00
2026-05-28,Fries,122,488.00
2026-05-28,Wings,59,649.00
2026-05-28,Caesar Salad,33,280.50
2026-05-28,Milkshake,47,258.50
2026-05-28,Soda,168,420.00
2026-05-29,Cheeseburger,111,1054.50
2026-05-29,Chicken Sandwich,115,1150.00
2026-05-29,Veggie Burger,33,297.00
2026-05-29,Fries,268,1072.00
2026-05-29,Wings,130,1430.00
2026-05-29,Caesar Salad,44,374.00
2026-05-29,Milkshake,72,396.00
2026-05-29,Soda,254,635.00
2026-05-30,Cheeseburger,145,1377.50
2026-05-30,Chicken Sandwich,112,1120.00
2026-05-30,Veggie Burger,25,225.00
2026-05-30,Fries,268,1072.00
2026-05-30,Wings,130,1430.00
2026-05-30,Caesar Salad,49,416.50
2026-05-30,Milkshake,89,489.50
2026-05-30,Soda,261,652.50
2026-05-31,Cheeseburger,135,1282.50
2026-05-31,Chicken Sandwich,70,700.00
2026-05-31,Veggie Burger,21,189.00
2026-05-31,Fries,172,688.00
2026-05-31,Wings,108,1188.00
2026-05-31,Caesar Salad,33,280.50
2026-05-31,Milkshake,66,363.00
2026-05-31,Soda,215,537.50
2026-06-01,Cheeseburger,54,513.00
2026-06-01,Chicken Sandwich,46,460.00
2026-06-01,Veggie Burger,17,153.00
2026-06-01,Fries,136,544.00
2026-06-01,Wings,60,660.00
2026-06-01,Caesar Salad,32,272.00
2026-06-01,Milkshake,36,198.00
2026-06-01,Soda,142,355.00
2026-06-02,Cheeseburger,75,712.50
2026-06-02,Chicken Sandwich,52,520.00
2026-06-02,Veggie Burger,16,144.00
2026-06-02,Fries,121,484.00
2026-06-02,Wings,58,638.00
2026-06-02,Caesar Salad,27,229.50
2026-06-02,Milkshake,40,220.00
2026-06-02,Soda,117,292.50
2026-06-03,Cheeseburger,89,845.50
2026-06-03,Chicken Sandwich,59,590.00
2026-06-03,Veggie Burger,20,180.00
2026-06-03,Fries,129,516.00
2026-06-03,Wings,59,649.00
2026-06-03,Caesar Salad,35,297.50
2026-06-03,Milkshake,41,225.50
2026-06-03,Soda,196,490.00
2026-06-04,Cheeseburger,78,741.00
2026-06-04,Chicken Sandwich,62,620.00
2026-06-04,Veggie Burger,18,162.00
2026-06-04,Fries,138,552.00
2026-06-04,Wings,64,704.00
2026-06-04,Caesar Salad,33,280.50
2026-06-04,Milkshake,51,280.50
2026-06-04,Soda,152,380.00
2026-06-05,Cheeseburger,170,1615.00
2026-06-05,Chicken Sandwich,86,860.00
2026-06-05,Veggie Burger,27,243.00
2026-06-05,Fries,274,1096.00
2026-06-05,Wings,135,1485.00
2026-06-05,Caesar Salad,44,374.00
2026-06-05,Milkshake,88,484.00
2026-06-05,Soda,279,697.50
2026-06-06,Cheeseburger,189,1795.50
2026-06-06,Chicken Sandwich,136,1360.00
2026-06-06,Veggie Burger,28,252.00
2026-06-06,Fries,261,1044.00
2026-06-06,Wings,153,1683.00
2026-06-06,Caesar Salad,52,442.00
2026-06-06,Milkshake,98,539.00
2026-06-06,Soda,336,840.00
2026-06-07,Cheeseburger,121,1149.50
2026-06-07,Chicken Sandwich,71,710.00
2026-06-07,Veggie Burger,27,243.00
2026-06-07,Fries,193,772.00
2026-06-07,Wings,98,1078.00
2026-06-07,Caesar Salad,35,297.50
2026-06-07,Milkshake,64,352.00
2026-06-07,Soda,239,597.50
2026-06-08,Cheeseburger,83,788.50
2026-06-08,Chicken Sandwich,54,540.00
2026-06-08,Veggie Burger,18,162.00
2026-06-08,Fries,122,488.00
2026-06-08,Wings,63,693.00
2026-06-08,Caesar Salad,20,170.00
2026-06-08,Milkshake,32,176.00
2026-06-08,Soda,140,350.00
2026-06-09,Cheeseburger,76,722.00
2026-06-09,Chicken Sandwich,49,490.00
2026-06-09,Veggie Burger,19,171.00
2026-06-09,Fries,114,456.00
2026-06-09,Wings,61,671.00
2026-06-09,Caesar Salad,30,255.00
2026-06-09,Milkshake,40,220.00
2026-06-09,Soda,135,337.50
2026-06-10,Cheeseburger,83,788.50
2026-06-10,Chicken Sandwich,67,670.00
2026-06-10,Veggie Burger,20,180.00
2026-06-10,Fries,153,612.00
2026-06-10,Wings,63,693.00
2026-06-10,Caesar Salad,25,212.50
2026-06-10,Milkshake,40,220.00
2026-06-10,Soda,156,390.00
2026-06-11,Cheeseburger,109,1035.50
2026-06-11,Chicken Sandwich,73,730.00
2026-06-11,Veggie Burger,22,198.00
2026-06-11,Fries,137,548.00
2026-06-11,Wings,72,792.00
2026-06-11,Caesar Salad,34,289.00
2026-06-11,Milkshake,46,253.00
2026-06-11,Soda,150,375.00
2026-06-12,Cheeseburger,168,1596.00
2026-06-12,Chicken Sandwich,104,1040.00
2026-06-12,Veggie Burger,31,279.00
2026-06-12,Fries,196,784.00
2026-06-12,Wings,111,1221.00
2026-06-12,Caesar Salad,62,527.00
2026-06-12,Milkshake,74,407.00
2026-06-12,Soda,271,677.50
2026-06-13,Cheeseburger,186,1767.00
2026-06-13,Chicken Sandwich,103,1030.00
2026-06-13,Veggie Burger,38,342.00
2026-06-13,Fries,262,1048.00
2026-06-13,Wings,145,1595.00
2026-06-13,Caesar Salad,58,493.00
2026-06-13,Milkshake,83,456.50
2026-06-13,Soda,274,685.00
2026-06-14,Cheeseburger,124,1178.00
2026-06-14,Chicken Sandwich,71,710.00
2026-06-14,Veggie Burger,24,216.00
2026-06-14,Fries,205,820.00
2026-06-14,Wings,107,1177.00
2026-06-14,Caesar Salad,38,323.00
2026-06-14,Milkshake,74,407.00
2026-06-14,Soda,222,555.00
2026-06-15,Cheeseburger,73,693.50
2026-06-15,Chicken Sandwich,59,590.00
2026-06-15,Veggie Burger,16,144.00
2026-06-15,Fries,143,572.00
2026-06-15,Wings,55,605.00
2026-06-15,Caesar Salad,31,263.50
2026-06-15,Milkshake,46,253.00
2026-06-15,Soda,103,257.50
2026-06-16,Cheeseburger,78,741.00
2026-06-16,Chicken Sandwich,52,520.00
2026-06-16,Veggie Burger,22,198.00
2026-06-16,Fries,124,496.00
2026-06-16,Wings,80,880.00
2026-06-16,Caesar Salad,25,212.50
2026-06-16,Milkshake,42,231.00
2026-06-16,Soda,143,357.50
2026-06-17,Cheeseburger,90,855.00
2026-06-17,Chicken Sandwich,54,540.00
2026-06-17,Veggie Burger,18,162.00
2026-06-17,Fries,108,432.00
2026-06-17,Wings,64,704.00
2026-06-17,Caesar Salad,26,221.00
2026-06-17,Milkshake,36,198.00
2026-06-17,Soda,161,402.50
2026-06-18,Cheeseburger,93,883.50
2026-06-18,Chicken Sandwich,73,730.00
2026-06-18,Veggie Burger,18,162.00
2026-06-18,Fries,161,644.00
2026-06-18,Wings,73,803.00
2026-06-18,Caesar Salad,34,289.00
2026-06-18,Milkshake,43,236.50
2026-06-18,Soda,175,437.50
2026-06-19,Cheeseburger,176,1672.00
2026-06-19,Chicken Sandwich,100,1000.00
2026-06-19,Veggie Burger,32,288.00
2026-06-19,Fries,230,920.00
2026-06-19,Wings,156,1716.00
2026-06-19,Caesar Salad,43,365.50
2026-06-19,Milkshake,81,445.50
2026-06-19,Soda,212,530.00
2026-06-20,Cheeseburger,147,1396.50
2026-06-20,Chicken Sandwich,122,1220.00
2026-06-20,Veggie Burger,31,279.00
2026-06-20,Fries,274,1096.00
2026-06-20,Wings,132,1452.00
2026-06-20,Caesar Salad,47,399.50
2026-06-20,Milkshake,85,467.50
2026-06-20,Soda,302,755.00
2026-06-21,Cheeseburger,127,1206.50
2026-06-21,Chicken Sandwich,105,1050.00
2026-06-21,Veggie Burger,21,189.00
2026-06-21,Fries,220,880.00
2026-06-21,Wings,92,1012.00
2026-06-21,Caesar Salad,33,280.50
2026-06-21,Milkshake,61,335.50
2026-06-21,Soda,247,617.50
2026-06-22,Cheeseburger,80,760.00
2026-06-22,Chicken Sandwich,53,530.00
2026-06-22,Veggie Burger,17,153.00
2026-06-22,Fries,107,428.00
2026-06-22,Wings,66,726.00
2026-06-22,Caesar Salad,33,280.50
2026-06-22,Milkshake,38,209.00
2026-06-22,Soda,142,355.00
2026-06-23,Cheeseburger,87,826.50
2026-06-23,Chicken Sandwich,54,540.00
2026-06-23,Veggie Burger,18,162.00
2026-06-23,Fries,123,492.00
2026-06-23,Wings,58,638.00
2026-06-23,Caesar Salad,28,238.00
2026-06-23,Milkshake,44,242.00
2026-06-23,Soda,145,362.50
2026-06-24,Cheeseburger,81,769.50
2026-06-24,Chicken Sandwich,54,540.00
2026-06-24,Veggie Burger,16,144.00
2026-06-24,Fries,164,656.00
2026-06-24,Wings,68,748.00
2026-06-24,Caesar Salad,35,297.50
2026-06-24,Milkshake,40,220.00
2026-06-24,Soda,188,470.00
2026-06-25,Cheeseburger,96,912.00
2026-06-25,Chicken Sandwich,76,760.00
2026-06-25,Veggie Burger,21,189.00
2026-06-25,Fries,153,612.00
2026-06-25,Wings,67,737.00
2026-06-25,Caesar Salad,36,306.00
2026-06-25,Milkshake,49,269.50
2026-06-25,Soda,209,522.50
2026-06-26,Cheeseburger,189,1795.50
2026-06-26,Chicken Sandwich,107,1070.00
2026-06-26,Veggie Burger,33,297.00
2026-06-26,Fries,161,644.00
2026-06-26,Wings,122,1342.00
2026-06-26,Caesar Salad,44,374.00
2026-06-26,Milkshake,92,506.00
2026-06-26,Soda,277,692.50
2026-06-27,Cheeseburger,176,1672.00
2026-06-27,Chicken Sandwich,111,1110.00
2026-06-27,Veggie Burger,29,261.00
2026-06-27,Fries,326,1304.00
2026-06-27,Wings,163,1793.00
2026-06-27,Caesar Salad,56,476.00
2026-06-27,Milkshake,93,511.50
2026-06-27,Soda,274,685.00
2026-06-28,Cheeseburger,139,1320.50
2026-06-28,Chicken Sandwich,86,860.00
2026-06-28,Veggie Burger,23,207.00
2026-06-28,Fries,194,776.00
2026-06-28,Wings,98,1078.00
2026-06-28,Caesar Salad,32,272.00
2026-06-28,Milkshake,66,363.00
2026-06-28,Soda,179,447.50
2026-06-29,Cheeseburger,81,769.50
2026-06-29,Chicken Sandwich,57,570.00
2026-06-29,Veggie Burger,15,135.00
2026-06-29,Fries,96,384.00
2026-06-29,Wings,60,660.00
2026-06-29,Caesar Salad,29,246.50
2026-06-29,Milkshake,38,209.00
2026-06-29,Soda,120,300.00
2026-06-30,Cheeseburger,62,589.00
2026-06-30,Chicken Sandwich,67,670.00
2026-06-30,Veggie Burger,18,162.00
2026-06-30,Fries,139,556.00
2026-06-30,Wings,60,660.00
2026-06-30,Caesar Salad,32,272.00
2026-06-30,Milkshake,34,187.00
2026-06-30,Soda,143,357.50
2026-07-01,Cheeseburger,75,712.50
2026-07-01,Chicken Sandwich,53,530.00
2026-07-01,Veggie Burger,18,162.00
2026-07-01,Fries,114,456.00
2026-07-01,Wings,63,693.00
2026-07-01,Caesar Salad,31,263.50
2026-07-01,Milkshake,38,209.00
2026-07-01,Soda,165,412.50
2026-07-02,Cheeseburger,99,940.50
2026-07-02,Chicken Sandwich,61,610.00
2026-07-02,Veggie Burger,28,252.00
2026-07-02,Fries,175,700.00
2026-07-02,Wings,85,935.00
2026-07-02,Caesar Salad,36,306.00
2026-07-02,Milkshake,55,302.50
2026-07-02,Soda,203,507.50
2026-07-03,Cheeseburger,147,1396.50
2026-07-03,Chicken Sandwich,102,1020.00
2026-07-03,Veggie Burger,41,369.00
2026-07-03,Fries,238,952.00
2026-07-03,Wings,144,1584.00
2026-07-03,Caesar Salad,44,374.00
2026-07-03,Milkshake,96,528.00
2026-07-03,Soda,244,610.00
2026-07-04,Cheeseburger,164,1558.00
2026-07-04,Chicken Sandwich,140,1400.00
2026-07-04,Veggie Burger,34,306.00
2026-07-04,Fries,196,784.00
2026-07-04,Wings,151,1661.00
2026-07-04,Caesar Salad,49,416.50
2026-07-04,Milkshake,105,577.50
2026-07-04,Soda,319,797.50
2026-07-05,Cheeseburger,142,1349.00
2026-07-05,Chicken Sandwich,91,910.00
2026-07-05,Veggie Burger,25,225.00
2026-07-05,Fries,176,704.00
2026-07-05,Wings,100,1100.00
2026-07-05,Caesar Salad,33,280.50
2026-07-05,Milkshake,60,330.00
2026-07-05,Soda,247,617.50
2026-07-06,Cheeseburger,90,855.00
2026-07-06,Chicken Sandwich,59,590.00
2026-07-06,Veggie Burger,17,153.00
2026-07-06,Fries,121,484.00
2026-07-06,Wings,57,627.00
2026-07-06,Caesar Salad,34,289.00
2026-07-06,Milkshake,42,231.00
2026-07-06,Soda,180,450.00
2026-07-07,Cheeseburger,75,712.50
2026-07-07,Chicken Sandwich,57,570.00
2026-07-07,Veggie Burger,16,144.00
2026-07-07,Fries,114,456.00
2026-07-07,Wings,62,682.00
2026-07-07,Caesar Salad,30,255.00
2026-07-07,Milkshake,40,220.00
2026-07-07,Soda,129,322.50
2026-07-08,Cheeseburger,92,874.00
2026-07-08,Chicken Sandwich,60,600.00
2026-07-08,Veggie Burger,22,198.00
2026-07-08,Fries,155,620.00
2026-07-08,Wings,57,627.00
2026-07-08,Caesar Salad,35,297.50
2026-07-08,Milkshake,42,231.00
2026-07-08,Soda,199,497.50
2026-07-09,Cheeseburger,99,940.50
2026-07-09,Chicken Sandwich,64,640.00
2026-07-09,Veggie Burger,21,189.00
2026-07-09,Fries,133,532.00
2026-07-09,Wings,86,946.00
2026-07-09,Caesar Salad,47,399.50
2026-07-09,Milkshake,39,214.50
2026-07-09,Soda,181,452.50
2026-07-10,Cheeseburger,166,1577.00
2026-07-10,Chicken Sandwich,103,1030.00
2026-07-10,Veggie Burger,35,315.00
2026-07-10,Fries,289,1156.00
2026-07-10,Wings,132,1452.00
2026-07-10,Caesar Salad,57,484.50
2026-07-10,Milkshake,88,484.00
2026-07-10,Soda,270,675.00
2026-07-11,Cheeseburger,193,1833.50
2026-07-11,Chicken Sandwich,112,1120.00
2026-07-11,Veggie Burger,40,360.00
2026-07-11,Fries,300,1200.00
2026-07-11,Wings,145,1595.00
2026-07-11,Caesar Salad,49,416.50
2026-07-11,Milkshake,87,478.50
2026-07-11,Soda,318,795.00
2026-07-12,Cheeseburger,116,1102.00
2026-07-12,Chicken Sandwich,91,910.00
2026-07-12,Veggie Burger,23,207.00
2026-07-12,Fries,219,876.00
2026-07-12,Wings,125,1375.00
2026-07-12,Caesar Salad,41,348.50
2026-07-12,Milkshake,70,385.00
2026-07-12,Soda,207,517.50
2026-07-13,Cheeseburger,77,731.50
2026-07-13,Chicken Sandwich,55,550.00
2026-07-13,Veggie Burger,19,171.00
2026-07-13,Fries,121,484.00
2026-07-13,Wings,53,583.00
2026-07-13,Caesar Salad,31,263.50
2026-07-13,Milkshake,46,253.00
2026-07-13,Soda,183,457.50
2026-07-14,Cheeseburger,93,883.50
2026-07-14,Chicken Sandwich,51,510.00
2026-07-14,Veggie Burger,22,198.00
2026-07-14,Fries,124,496.00
2026-07-14,Wings,58,638.00
2026-07-14,Caesar Salad,33,280.50
2026-07-14,Milkshake,35,192.50
2026-07-14,Soda,175,437.50
2026-07-15,Cheeseburger,89,845.50
2026-07-15,Chicken Sandwich,65,650.00
2026-07-15,Veggie Burger,18,162.00
2026-07-15,Fries,161,644.00
2026-07-15,Wings,72,792.00
2026-07-15,Caesar Salad,32,272.00
2026-07-15,Milkshake,50,275.00
2026-07-15,Soda,115,287.50
2026-07-16,Cheeseburger,104,988.00
2026-07-16,Chicken Sandwich,68,680.00
2026-07-16,Veggie Burger,20,180.00
2026-07-16,Fries,166,664.00
2026-07-16,Wings,80,880.00
2026-07-16,Caesar Salad,34,289.00
2026-07-16,Milkshake,49,269.50
2026-07-16,Soda,187,467.50
2026-07-17,Cheeseburger,177,1681.50
2026-07-17,Chicken Sandwich,128,1280.00
2026-07-17,Veggie Burger,29,261.00
2026-07-17,Fries,292,1168.00
2026-07-17,Wings,115,1265.00
2026-07-17,Caesar Salad,47,399.50
2026-07-17,Milkshake,70,385.00
2026-07-17,Soda,281,702.50
2026-07-18,Cheeseburger,204,1938.00
2026-07-18,Chicken Sandwich,154,1540.00
2026-07-18,Veggie Burger,34,306.00
2026-07-18,Fries,255,1020.00
2026-07-18,Wings,171,1881.00
2026-07-18,Caesar Salad,51,433.50
2026-07-18,Milkshake,99,544.50
2026-07-18,Soda,344,860.00
2026-07-19,Cheeseburger,156,1482.00
2026-07-19,Chicken Sandwich,72,720.00
2026-07-19,Veggie Burger,25,225.00
2026-07-19,Fries,206,824.00
2026-07-19,Wings,97,1067.00
2026-07-19,Caesar Salad,30,255.00
2026-07-19,Milkshake,71,390.50
2026-07-19,Soda,215,537.50
2026-07-20,Cheeseburger,73,693.50
2026-07-20,Chicken Sandwich,54,540.00
2026-07-20,Veggie Burger,17,153.00
2026-07-20,Fries,131,524.00
2026-07-20,Wings,72,792.00
2026-07-20,Caesar Salad,30,255.00
2026-07-20,Milkshake,49,269.50
2026-07-20,Soda,173,432.50
2026-07-21,Cheeseburger,95,902.50
2026-07-21,Chicken Sandwich,53,530.00
2026-07-21,Veggie Burger,19,171.00
2026-07-21,Fries,123,492.00
2026-07-21,Wings,67,737.00
2026-07-21,Caesar Salad,32,272.00
2026-07-21,Milkshake,45,247.50
2026-07-21,Soda,166,415.00
2026-07-22,Cheeseburger,92,874.00
2026-07-22,Chicken Sandwich,59,590.00
2026-07-22,Veggie Burger,18,162.00
2026-07-22,Fries,139,556.00
2026-07-22,Wings,74,814.00
2026-07-22,Caesar Salad,33,280.50
2026-07-22,Milkshake,45,247.50
2026-07-22,Soda,187,467.50
2026-07-23,Cheeseburger,106,1007.00
2026-07-23,Chicken Sandwich,57,570.00
2026-07-23,Veggie Burger,22,198.00
2026-07-23,Fries,146,584.00
2026-07-23,Wings,75,825.00
2026-07-23,Caesar Salad,39,331.50
2026-07-23,Milkshake,53,291.50
2026-07-23,Soda,226,565.00
2026-07-24,Cheeseburger,159,1510.50
2026-07-24,Chicken Sandwich,108,1080.00
2026-07-24,Veggie Burger,33,297.00
2026-07-24,Fries,283,1132.00
2026-07-24,Wings,120,1320.00
2026-07-24,Caesar Salad,50,425.00
2026-07-24,Milkshake,95,522.50
2026-07-24,Soda,275,687.50
2026-07-25,Cheeseburger,182,1729.00
2026-07-25,Chicken Sandwich,135,1350.00
2026-07-25,Veggie Burger,36,324.00
2026-07-25,Fries,295,1180.00
2026-07-25,Wings,139,1529.00
2026-07-25,Caesar Salad,40,340.00
2026-07-25,Milkshake,97,533.50
2026-07-25,Soda,301,752.50
2026-07-26,Cheeseburger,146,1387.00
2026-07-26,Chicken Sandwich,83,830.00
2026-07-26,Veggie Burger,27,243.00
2026-07-26,Fries,217,868.00
2026-07-26,Wings,102,1122.00
2026-07-26,Caesar Salad,42,357.00
2026-07-26,Milkshake,69,379.50
2026-07-26,Soda,209,522.50
2026-07-27,Cheeseburger,83,788.50
2026-07-27,Chicken Sandwich,55,550.00
2026-07-27,Veggie Burger,16,144.00
2026-07-27,Fries,141,564.00
2026-07-27,Wings,60,660.00
2026-07-27,Caesar Salad,27,229.50
2026-07-27,Milkshake,32,176.00
2026-07-27,Soda,159,397.50
2026-07-28,Cheeseburger,87,826.50
2026-07-28,Chicken Sandwich,60,600.00
2026-07-28,Veggie Burger,22,198.00
2026-07-28,Fries,97,388.00
2026-07-28,Wings,74,814.00
2026-07-28,Caesar Salad,37,314.50
2026-07-28,Milkshake,38,209.00
2026-07-28,Soda,180,450.00
2026-07-29,Cheeseburger,82,779.00
2026-07-29,Chicken Sandwich,55,550.00
2026-07-29,Veggie Burger,20,180.00
2026-07-29,Fries,180,720.00
2026-07-29,Wings,71,781.00
2026-07-29,Caesar Salad,34,289.00
2026-07-29,Milkshake,50,275.00
2026-07-29,Soda,157,392.50
2026-07-30,Cheeseburger,119,1130.50
2026-07-30,Chicken Sandwich,82,820.00
2026-07-30,Veggie Burger,24,216.00
2026-07-30,Fries,148,592.00
2026-07-30,Wings,85,935.00
2026-07-30,Caesar Salad,39,331.50
2026-07-30,Milkshake,54,297.00
2026-07-30,Soda,215,537.50
2026-07-31,Cheeseburger,179,1700.50
2026-07-31,Chicken Sandwich,100,1000.00
2026-07-31,Veggie Burger,36,324.00
